caseid,liveurban,vote16,protest,vote,most_important_issue,confecon,ideology,partyID,universal_income,family_separation,free_college,forgive_loans,race,birthyr,sex,education,weight,fttrump,ftobama,ftbiden,ftwarren,ftsanders,ftbuttigieg,ftharris,ftblack,ftwhite,fthisp,ftasian,ftmuslim,ftillegal,ftjournal,ftnato,ftun,ftice,ftnra,ftchina,ftnkorea,ftmexico,ftsaudi,ftukraine,ftiran,ftbritain,ftgermany,ftjapan,ftisrael,ftfrance,ftcanada,ftturkey,ftrussia,ftpales,ftimmig,partisanship,ftbiden_level,age,age2,ftbiden_float,ftbiden_cat,ftbiden_str,prefersbiden,worried_econ,favor_both
463,City,Someone else,False,Joe Biden,good,Moderately worried,Conservative,Republican,Favor a little,Neither favor nor disagree,Favor a little,Oppose a little,Other,1986,Female,Post-graduate,1.0931876235743,47.0,61.0,83.0,30.0,39.0,63.0,59.0,33.0,39.0,44.0,41.0,46.0,43.0,39,37.0,46.0,47.0,36.0,47,43.0,35.0,37.0,47.0,42.0,44,40,41,42.0,40.0,43,47.0,44.0,45.0,38.0,36.0,like,34,1156,83.0,83.0,83.0,True,True,True
464,Town,Donald Trump,False,Donald Trump,Democrats,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1967,Female,4-year degree,.967363517412414,100.0,17.0,5.0,13.0,4.0,11.0,3.0,89.0,83.0,46.0,79.0,31.0,13.0,21,50.0,49.0,97.0,79.0,48,51.0,19.0,29.0,51.0,22.0,50,60,59,57.0,49.0,44,43.0,31.0,50.0,84.0,-95.0,dislike,53,2809,5.0,5.0,5.0,False,False,False
465,Suburb,Donald Trump,False,Joe Biden,"Foreign propaganda, social media, lack of health care, integrity in the office of the president",Moderately worried,Moderate,Democrat,Favor a little,Oppose strongly,Favor a little,Favor a moderate amount,White,1956,Female,Post-graduate,.746904935636401,13.0,78.0,95.0,77.0,88.0,92.0,55.0,72.0,73.0,67.0,75.0,65.0,71.0,97,88.0,76.0,81.0,30.0,51,9.0,64.0,31.0,66.0,39.0,73,83,97,47.0,97.0,94,51.0,44.0,79.0,91.0,82.0,like,64,4096,95.0,95.0,95.0,True,True,True
466,City,Donald Trump,False,Donald Trump,Illegal immigration and debt,A little worried,Conservative,Republican,Oppose a moderate amount,Neither favor nor disagree,Oppose a moderate amount,Oppose a moderate amount,White,1945,Male,Post-graduate,.780822076219216,76.0,36.0,6.0,12.0,20.0,21.0,26.0,51.0,51.0,51.0,51.0,30.0,21.0,22,33.0,30.0,58.0,60.0,22,21.0,46.0,41.0,43.0,25.0,63,40,53,56.0,31.0,45,36.0,37.0,29.0,51.0,-70.0,dislike,75,5625,6.0,6.0,6.0,False,False,False
467,Town,Donald Trump,False,Donald Trump,Lack of protection at our borders,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,White,1942,Male,Post-graduate,.780822076219216,100.0,6.000000000000007,9.0,7.0,10.0,10.0,11.0,97.0,97.0,99.0,95.0,3.0,4.0,61,51.0,4.0,99.0,98.0,6,11.0,50.0,19.0,70.0,11.0,65,30,87,99.0,19.0,69,12.0,17.0,10.0,99.0,-91.0,dislike,78,6084,9.0,9.0,9.0,False,False,False
468,Town,Donald Trump,False,Donald Trump,Socialism,A little worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1938,Male,Post-graduate,.817754440786381,93.0,7.999999999999993,4.0,2.0,4.0,3.0,1.0,98.0,98.0,95.0,98.0,5.0,4.0,1,84.0,0.0,93.0,91.0,12,0.0,56.0,20.0,50.0,0.0,96,26,96,97.0,33.0,94,5.0,11.0,21.0,98.0,-89.0,dislike,82,6724,4.0,4.0,4.0,False,False,False
469,Rural,Hillary Clinton,False,Joe Biden,Our impeached President.,A little worried,Liberal,Democrat,Oppose a little,Oppose strongly,Favor a moderate amount,Favor a little,White,1964,Female,4-year degree,1.0029772835284,2.0,87.0,6.0,19.0,14.0,58.0,50.0,72.0,47.0,64.0,67.0,55.0,29.0,56,65.0,45.0,35.0,1.0,35,2.0,62.0,49.0,38.0,12.0,98,53,58,48.0,56.0,87,44.0,29.0,48.0,56.0,4.0,dislike,56,3136,6.0,6.0,6.0,True,False,False
470,Suburb,Hillary Clinton,False,Someone else,"When people stop and look at the amount of debt rising out of control, they will realize it is the economy that is the biggest problem.",Extremely worried,Moderate,Independent,Favor a little,Oppose strongly,Oppose a little,Oppose a great deal,White,1955,Female,Post-graduate,.87396232980565,0.0,70.0,50.0,53.0,26.0,45.0,56.0,70.0,70.0,70.0,70.0,70.0,40.0,50,67.0,68.0,17.0,3.0,36,2.0,45.0,18.0,50.0,34.0,39,50,50,45.0,49.0,59,35.0,32.0,45.0,70.0,50.0,neutral,65,4225,50.0,50.0,50.0,True,True,False
471,Suburb,Someone else,False,Someone else,Economy,Moderately worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Favor a little,Oppose a moderate amount,White,1962,Male,4-year degree,.662558403087482,10.0,20.0,5.0,1.0,1.0,3.0,1.0,56.0,66.0,61.0,49.0,50.0,1.0,21,50.0,3.0,2.0,0.0,3,1.0,5.0,38.0,52.0,1.0,80,81,77,52.0,76.0,84,24.0,18.0,17.0,81.0,-5.0,dislike,58,3364,5.0,5.0,5.0,False,True,False
472,Town,Hillary Clinton,False,Joe Biden,Donald Trump.....,Moderately worried,Moderate,Independent,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,White,1958,Male,Post-graduate,1.07503468935162,1.0,100.0,81.0,66.0,62.0,74.0,58.0,80.0,80.0,88.0,81.0,52.0,68.0,85,88.0,82.0,80.0,0.0,49,0.0,77.0,53.0,59.0,48.0,93,83,80,53.0,72.0,87,38.0,31.0,50.0,87.0,80.0,like,62,3844,81.0,81.0,81.0,True,True,False
473,Suburb,Donald Trump,False,Donald Trump,Division among our politicians,Very worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1958,Female,Post-graduate,.746904935636401,85.0,3.0,8.0,4.0,6.0,13.0,6.0,49.0,49.0,47.0,50.0,46.0,12.0,7,13.0,16.0,78.0,52.0,26,30.0,52.0,23.0,41.0,21.0,48,50,49,70.0,50.0,71,40.0,50.0,31.0,81.0,-77.0,dislike,62,3844,8.0,8.0,8.0,False,False,False
474,Suburb,Donald Trump,False,Donald Trump,The dems and their witch hunt,A little worried,Moderate,,Favor a moderate amount,Neither favor nor disagree,Favor a little,Favor a little,White,1958,Female,Some college,.893689163744461,74.0,29.999999999999996,19.0,8.0,31.0,8.0,5.0,85.0,100.0,56.0,,28.0,0.0,4,75.0,74.0,81.0,62.0,64,44.0,63.0,31.0,69.0,31.0,100,91,84,57.0,71.0,100,58.0,73.0,53.0,97.0,-55.0,dislike,62,3844,19.0,19.0,19.0,False,False,True
475,Suburb,Hillary Clinton,True,Joe Biden,"National Security threat that #45 is still president. #45 horrible and destructive tax plans, environment, climate, immigration, ICE, NRA, etc.",Extremely worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a moderate amount,Favor a moderate amount,White,1960,Female,4-year degree,1.0029772835284,0.0,100.0,79.0,95.0,41.0,95.0,86.0,100.0,70.0,100.0,100.0,100.0,100.0,94,99.0,99.0,4.0,2.0,30,24.0,96.0,9.0,100.0,80.0,100,100,97,80.0,97.0,100,82.0,24.0,86.0,100.0,79.0,like,60,3600,79.0,79.0,79.0,True,True,True
476,Rural,Donald Trump,False,Donald Trump,Welfare recipients not doing fair share of work.,Not at all worried,Moderate,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1971,Female,High school graduate,.87142212322185,91.0,0.0,1.0,0.0,1.0,1.0,0.0,41.0,100.0,50.0,80.0,50.0,1.0,51,40.0,20.0,90.0,70.0,5,20.0,32.0,10.0,41.0,0.0,59,79,75,69.0,52.0,60,41.0,50.0,40.0,51.0,-90.0,dislike,49,2401,1.0,1.0,1.0,False,False,False
477,Suburb,Hillary Clinton,False,Joe Biden,"Donald Trump, is the problem, the man doesn't know anything. and too stupid to follow the advice of his adviser",Extremely worried,,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Favor a moderate amount,Black,1946,Female,Some college,1.05786111444104,2.0,100.0,99.0,97.0,70.0,70.0,92.0,100.0,75.0,97.0,94.0,82.0,97.0,64,98.0,97.0,13.0,2.0,86,3.0,91.0,71.0,3.0,23.0,100,91,91,69.0,100.0,100,92.0,3.0,20.0,96.0,97.0,like,74,5476,99.0,99.0,99.0,True,True,True
478,Suburb,Hillary Clinton,False,Joe Biden,health care cost,A little worried,Moderate,Democrat,Oppose a little,Oppose strongly,Favor a great deal,Favor a great deal,White,1965,Female,High school graduate,.966366930694957,2.0,96.0,89.0,58.0,99.0,71.0,39.0,91.0,86.0,81.0,89.0,90.0,91.0,89,85.0,86.0,13.0,11.0,71,22.0,82.0,54.0,61.0,29.0,80,91,69,56.0,88.0,70,67.0,24.0,71.0,89.0,87.0,like,55,3025,89.0,89.0,89.0,True,False,False
479,City,Hillary Clinton,False,Joe Biden,Our president acts/behaves like a child who is a bully,Moderately worried,Conservative,Democrat,Favor a moderate amount,Oppose strongly,Oppose a little,Oppose a great deal,Other,1975,Female,4-year degree,.790205570683662,4.0,93.0,85.0,47.0,59.0,49.0,37.0,56.0,75.0,77.0,86.0,100.0,73.0,73,77.0,76.0,28.0,15.0,76,65.0,84.0,89.0,54.0,81.0,83,50,71,61.0,90.0,97,91.0,59.0,87.0,52.0,81.0,like,45,2025,85.0,85.0,85.0,True,True,False
480,Suburb,Hillary Clinton,False,Joe Biden,Donald Trump lying to anyone and everyone.,Very worried,Liberal,Democrat,Oppose a great deal,Oppose strongly,Oppose a moderate amount,Oppose a little,White,1982,Male,2-year degree,1.05546596271457,1.0,95.0,60.0,80.0,55.0,77.0,50.0,70.0,70.0,70.0,70.0,60.0,50.0,80,65.0,65.0,50.0,1.0,10,1.0,55.0,10.0,50.0,1.0,55,70,70,45.0,65.0,75,1.0,1.0,40.0,85.0,59.0,neutral,38,1444,60.0,60.0,60.0,True,False,False
481,Town,Donald Trump,False,Donald Trump,Liberal and corrupt democrats.,Not at all worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,White,1956,Male,High school graduate,.847649185791497,100.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,76.0,68.0,56.0,0.0,0.0,0,0.0,0.0,100.0,84.0,12,0.0,16.0,0.0,8.0,0.0,52,16,20,92.0,1.0,56,0.0,0.0,0.0,4.0,-100.0,dislike,64,4096,0.0,0.0,0.0,False,False,False
482,City,Hillary Clinton,True,Joe Biden,"The environment. Our rivers, ocean, arctic ice, air quality, animals, insects etc all are having extreme problems that need to be addressed immediately. Nothing else matters if we all die!",Moderately worried,Liberal,Democrat,Oppose a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1956,Female,2-year degree,1.04657742334629,0.0,98.0,75.0,98.0,88.0,80.0,80.0,73.0,40.0,87.0,73.0,16.0,56.0,92,70.0,84.0,14.0,0.0,26,3.0,78.0,13.0,79.0,0.0,12,87,81,41.0,80.0,98,19.0,17.0,63.0,68.0,75.0,like,64,4096,75.0,75.0,75.0,True,True,False
483,Suburb,Someone else,False,Donald Trump,The collapse of the family,Moderately worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1954,Male,Some college,.604026822316955,39.0,10.0,13.0,4.0,2.0,11.0,3.0,50.0,51.0,50.0,50.0,47.0,29.0,6,21.0,6.0,63.0,71.0,6,3.0,41.0,10.0,57.0,4.0,69,41,60,81.0,41.0,67,21.0,6.0,32.0,80.0,-26.0,dislike,66,4356,13.0,13.0,13.0,False,True,False
484,Rural,Donald Trump,False,Donald Trump,left wing politics,Not at all worried,Moderate,Independent,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,Other,1953,Male,Some college,1.06728462355244,100.0,3.0,0.0,0.0,2.0,19.0,1.0,72.0,72.0,72.0,72.0,2.0,0.0,0,39.0,2.0,94.0,100.0,0,0.0,17.0,0.0,0.0,0.0,78,0,69,94.0,0.0,31,0.0,0.0,0.0,87.0,-100.0,dislike,67,4489,0.0,0.0,0.0,False,False,False
485,Suburb,Hillary Clinton,False,Joe Biden,to much division between groups mexicans.people of color etc lets all unite and along with each other race relations must improve,A little worried,,Independent,Neither favor nor oppose,Oppose strongly,Favor a little,Favor a moderate amount,White,1947,Male,High school graduate,.987821030260795,16.0,60.0,59.0,71.0,70.0,51.0,51.0,69.0,90.0,59.0,60.0,59.0,39.0,60,49.0,69.0,39.0,40.0,41,15.0,41.0,51.0,50.0,30.0,70,69,70,55.0,70.0,90,50.0,39.0,38.0,51.0,43.0,neutral,73,5329,59.0,59.0,59.0,True,False,False
486,Suburb,Donald Trump,False,Donald Trump,The extreme anger in congress between the parties.,Moderately worried,Moderate,Republican,Oppose a great deal,Oppose strongly,Oppose a great deal,Favor a little,White,1959,Female,Post-graduate,.777426652246647,89.0,19.0,1.0,31.0,1.0,1.0,0.0,50.0,50.0,69.0,50.0,50.0,40.0,24,40.0,50.0,51.0,50.0,50,51.0,50.0,50.0,50.0,31.0,80,45,50,69.0,50.0,50,50.0,50.0,40.0,69.0,-88.0,dislike,61,3721,1.0,1.0,1.0,False,True,False
487,City,Did not vote,False,Donald Trump,Drugs,Not at all worried,Conservative,Republican,Oppose a moderate amount,Favor somewhat,Oppose a moderate amount,Favor a little,White,1959,Male,Post-graduate,1.00152090181428,85.0,61.0,61.0,41.0,62.0,28.0,50.0,64.0,70.0,68.0,72.0,42.0,52.0,61,54.0,43.0,65.0,65.0,47,11.0,83.0,41.0,68.0,41.0,93,89,72,89.0,72.0,97,43.0,63.0,45.0,84.0,-24.0,neutral,61,3721,61.0,61.0,61.0,False,False,False
488,Town,Hillary Clinton,False,Probably will not vote,I don't know,Moderately worried,,Independent,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1982,Male,Some college,.592555017453796,0.0,26.0,,,56.0,,,98.0,100.0,100.0,99.0,45.0,48.0,59,,,,55.0,55,43.0,50.0,53.0,50.0,47.0,53,50,48,50.0,58.0,45,49.0,55.0,45.0,55.0,,,38,1444,,,nan,False,True,False
489,Suburb,Did not vote,False,Someone else,Political partisanship,A little worried,Moderate,Republican,Favor a moderate amount,Oppose strongly,Favor a great deal,Oppose a great deal,White,1961,Female,2-year degree,.91774449889729,54.0,12.0,16.0,4.0,91.0,,54.0,82.0,91.0,93.0,99.0,86.0,87.0,33,34.0,31.0,31.0,41.0,50,16.0,59.0,66.0,50.0,27.0,95,99,44,78.0,69.0,96,40.0,48.0,35.0,100.0,-38.0,dislike,59,3481,16.0,16.0,16.0,False,False,True
490,Town,Donald Trump,False,Donald Trump,Illegal Immigration,A little worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,White,1966,Male,2-year degree,.987939721720832,90.0,18.0,5.0,1.0,1.0,7.0,4.0,91.0,97.0,88.0,79.0,19.0,12.0,10,8.0,14.0,85.0,81.0,2,3.0,69.0,47.0,50.0,3.0,67,55,81,97.0,67.0,84,29.0,6.0,15.0,90.0,-85.0,dislike,54,2916,5.0,5.0,5.0,False,False,False
491,Suburb,Donald Trump,False,Donald Trump,Safety,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1954,Female,4-year degree,.967363517412414,70.0,15.000000000000007,41.0,2.0,2.0,4.0,10.0,90.0,91.0,91.0,91.0,42.0,50.0,43,50.0,10.0,53.0,51.0,6,1.0,72.0,9.0,18.0,2.0,86,86,84,95.0,53.0,72,22.0,6.0,8.0,88.0,-29.0,neutral,66,4356,41.0,41.0,41.0,False,False,False
492,Suburb,Someone else,False,Joe Biden,Donald Trump,Moderately worried,Liberal,Independent,Favor a great deal,Oppose strongly,Favor a great deal,Favor a moderate amount,White,1973,Male,4-year degree,.648758270913853,3.0,64.0,43.0,76.0,76.0,46.0,47.0,97.0,97.0,98.0,99.0,99.0,99.0,66,54.0,83.0,2.0,2.0,38,3.0,72.0,3.0,69.0,23.0,55,98,97,20.0,51.0,98,23.0,28.0,49.0,98.0,40.0,neutral,47,2209,43.0,43.0,43.0,True,True,True
493,Suburb,Did not vote,False,Donald Trump, ,A little worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a little,White,1956,Female,4-year degree,.892190939152167,41.0,40.0,20.0,8.0,10.0,5.0,3.0,39.0,58.0,58.0,47.0,31.0,6.0,44,53.0,52.0,72.0,43.0,8,3.0,8.0,3.0,69.0,3.0,80,67,71,52.0,37.0,74,16.0,3.0,2.0,76.0,-21.0,dislike,64,4096,20.0,20.0,20.0,False,False,False
494,Rural,Someone else,False,Donald Trump,An out of touch House of representatives.,Not at all worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,Other,1956,Male,Post-graduate, ,95.0,5.0,5.0,5.0,10.0,50.0,6.0,50.0,50.0,50.0,50.0,5.0,3.0,2,40.0,2.0,100.0,100.0,20,30.0,31.0,20.0,50.0,2.0,44,40,51,99.0,41.0,60,10.0,10.0,10.0,50.0,-90.0,dislike,64,4096,5.0,5.0,5.0,False,False,False
495,Suburb,Donald Trump,False,Donald Trump,Illegal immigration.,A little worried,Moderate,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1964,Female,2-year degree,.974344252044446,70.0,34.0,30.0,16.0,6.0,21.0,0.0,50.0,50.0,50.0,51.0,30.0,17.0,50,41.0,41.0,70.0,70.0,41,35.0,50.0,41.0,46.0,30.0,80,85,85,71.0,62.0,75,47.0,51.0,50.0,51.0,-40.0,dislike,56,3136,30.0,30.0,30.0,False,False,False
496,Town,Did not vote,False,Probably will not vote,Not sure,A little worried,Moderate,Independent,Favor a little,Neither favor nor disagree,Favor a little,Neither favor nor oppose,White,1955,Male,4-year degree,1.04979966685739,5.0,60.0,59.0,51.0,47.0,53.0,51.0,56.0,60.0,50.0,52.0,59.0,49.0,20,88.0,67.0,49.0,12.0,32,9.0,33.0,41.0,53.0,17.0,58,32,62,29.0,60.0,69,29.0,50.0,72.0,66.0,54.0,neutral,65,4225,59.0,59.0,59.0,True,False,True
497,Rural,Donald Trump,False,Donald Trump,Not sure I can pick one.,A little worried,Moderate,Independent,Oppose a moderate amount,Oppose strongly,Oppose a moderate amount,Oppose a moderate amount,White,1978,Female,Post-graduate,1.0917850951336,45.0,41.0,15.0,41.0,30.0,31.0,39.0,100.0,100.0,99.0,99.0,93.0,63.0,29,71.0,84.0,97.0,87.0,42,32.0,31.0,61.0,52.0,36.0,93,54,75,55.0,85.0,70,81.0,32.0,53.0,100.0,-30.0,dislike,42,1764,15.0,15.0,15.0,False,False,False
498,City,Did not vote,False,Someone else,Racism,Moderately worried,,Independent,Neither favor nor oppose,Oppose strongly,Favor a great deal,Neither favor nor oppose,Hispanic,1983,Male,4-year degree,.625603203755476,3.0,44.0,12.0,12.0,55.0,5.0,17.0,83.0,84.0,88.0,83.0,81.0,82.0,84,8.0,6.0,8.0,10.0,13,13.0,100.0,11.0,50.0,10.0,42,65,97,88.0,18.0,68,10.0,47.0,18.0,83.0,9.0,dislike,37,1369,12.0,12.0,12.0,True,True,False
499,Rural,Donald Trump,False,Donald Trump,terrorism and immigration,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,Other,1961,Male,Post-graduate,.942623353345174,71.0,9.0,1.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,20.0,21,94.0,0.0,89.0,72.0,0,0.0,19.0,6.0,27.0,0.0,100,85,97,100.0,31.0,100,0.0,0.0,0.0,100.0,-70.0,dislike,59,3481,1.0,1.0,1.0,False,False,False
500,City,Hillary Clinton,False,Joe Biden,The economy,Extremely worried,,Democrat,Favor a great deal,Oppose strongly,Favor a moderate amount,Favor a great deal,Hispanic,1967,Male,No HS diploma,2.26361888055549,0.0,98.0,100.0,98.0,97.0,,,66.0,99.0,100.0,100.0,97.0,99.0,68,,99.0,2.0,39.0,100,2.0,55.0,16.0,99.0,3.0,99,100,58,97.0,100.0,99,63.0,13.0,99.0,92.0,100.0,like,53,2809,100.0,100.0,100.0,True,True,True
501,Town,Donald Trump,False,Joe Biden,partisan ploitics,Moderately worried,Moderate,Democrat,Favor a little,Oppose somewhat,Oppose a little,Oppose a little,White,1951,Male,2-year degree,.928713753877035,41.0,9.0,76.0,18.0,59.0,11.0,3.0,51.0,97.0,32.0,62.0,9.0,2.0,78,49.0,50.0,51.0,31.0,28,7.0,40.0,15.0,18.0,9.0,81,44,53,61.0,44.0,81,35.0,41.0,29.0,53.0,35.0,like,69,4761,76.0,76.0,76.0,True,True,False
502,City,Hillary Clinton,False,Joe Biden,Getting rid of Donald Trump before he destroys us all.,Extremely worried,Liberal,Democrat,Oppose a little,Oppose strongly,Neither favor nor oppose,Favor a little,White,1971,Female,Post-graduate,.979980260428487,0.0,100.0,84.0,85.0,60.0,70.0,90.0,55.0,71.0,61.0,60.0,56.0,60.0,95,89.0,90.0,20.0,0.0,41,1.0,60.0,50.0,80.0,41.0,91,90,66,20.0,100.0,95,40.0,31.0,55.0,95.0,84.0,like,49,2401,84.0,84.0,84.0,True,True,False
503,City,Hillary Clinton,True,Joe Biden,Donald Trump,A little worried,Moderate,Democrat,Oppose a moderate amount,Oppose strongly,Oppose a great deal,Oppose a little,White,1964,Male,4-year degree,1.1555758584603,,61.0,57.0,29.0,28.0,46.0,42.0,58.0,52.0,50.0,60.0,71.0,41.0,53,81.0,53.0,16.0,5.0,20,7.0,51.0,1.0,43.0,2.0,90,94,59,6.0,81.0,87,6.0,3.0,36.0,65.0,,neutral,56,3136,57.0,57.0,57.0,False,False,False
504,Town,Donald Trump,False,Donald Trump,People don't worship the only True God,Moderately worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1965,Female,No HS diploma,1.06501453248666,100.0,,1.0,5.0,0.0,,,100.0,93.0,100.0,83.0,42.0,1.0,41,52.0,50.0,44.0,100.0,0,3.0,31.0,0.0,20.0,0.0,51,1,22,26.0,31.0,69,21.0,1.0,0.0,54.0,-99.0,dislike,55,3025,1.0,1.0,1.0,False,True,False
505,Town,Donald Trump,False,Donald Trump,"American hating communists in the Democrat party, the media, and the entrenched Washington beauracracy.",Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1966,Male,Some college,.853520338464678,90.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0,0.0,0.0,59.0,89.0,40,0.0,0.0,0.0,0.0,0.0,0,0,60,71.0,0.0,0,0.0,60.0,0.0,50.0,-90.0,dislike,54,2916,0.0,0.0,0.0,False,False,False
506,Suburb,Donald Trump,False,Donald Trump,Corruption from within.,Not at all worried,Conservative,Independent,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,Hispanic,1955,Male,2-year degree,.731500364058209,100.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,90.0,80.0,89.0,0.0,0.0,0,56.0,0.0,60.0,85.0,60,1.0,51.0,0.0,81.0,0.0,74,89,87,85.0,69.0,80,1.0,80.0,0.0,60.0,-100.0,dislike,65,4225,0.0,0.0,0.0,False,False,False
507,City,Hillary Clinton,False,Joe Biden,Donald Trump,Very worried,Moderate,Independent,Favor a moderate amount,Oppose strongly,Favor a moderate amount,Oppose a great deal,White,1959,Female,2-year degree,1.03170391458116,0.0,88.0,39.0,98.0,87.0,68.0,49.0,98.0,69.0,87.0,91.0,92.0,10.0,97,98.0,98.0,3.0,13.0,28,0.0,50.0,6.0,91.0,16.0,98,99,98,71.0,96.0,98,25.0,2.0,0.0,100.0,39.0,dislike,61,3721,39.0,39.0,39.0,True,False,True
508,City,Hillary Clinton,False,Joe Biden,"Racist, weapons controls.",Very worried,Moderate,Democrat,Favor a great deal,Neither favor nor disagree,Oppose a little,Oppose a little,Hispanic,1961,Male,Some college,.674656408942293,3.0,12.0,45.0,19.0,25.0,21.0,17.0,22.0,9.0,23.0,28.0,19.0,36.0,13,5.0,17.0,2.0,8.0,20,2.0,5.0,9.0,6.0,3.0,27,28,53,3.0,41.0,24,2.0,5.0,21.0,19.0,42.0,neutral,59,3481,45.0,45.0,45.0,True,False,False
509,Suburb,Someone else,False,Joe Biden,Health care/prescription drug cost,Very worried,Moderate,Democrat,Oppose a moderate amount,Oppose strongly,Favor a moderate amount,Oppose a great deal,White,1960,Female,4-year degree,.563087056088849,10.0,40.0,85.0,85.0,90.0,51.0,70.0,98.0,85.0,90.0,100.0,80.0,15.0,65,51.0,96.0,41.0,31.0,15,0.0,41.0,10.0,42.0,19.0,60,66,61,80.0,50.0,97,50.0,0.0,56.0,95.0,75.0,like,60,3600,85.0,85.0,85.0,True,False,False
510,Suburb,Someone else,False,Donald Trump,climate control movement (disguise for other objectives),A little worried,Moderate,Independent,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,Hispanic,1960,Male,Post-graduate,.735180030983441,95.0,11.0,12.0,18.0,31.0,30.0,15.0,52.0,51.0,50.0,50.0,51.0,41.0,20,46.0,37.0,80.0,51.0,41,45.0,51.0,40.0,50.0,46.0,51,40,50,38.0,37.0,46,41.0,51.0,50.0,50.0,-83.0,dislike,60,3600,12.0,12.0,12.0,False,False,False
511,Town,Someone else,False,Someone else,Health Care,A little worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1976,Male,Post-graduate,.439926631358342,0.0,11.0,3.0,60.0,100.0,1.0,24.0,100.0,99.0,99.0,100.0,100.0,100.0,53,0.0,52.0,1.0,0.0,95,51.0,98.0,0.0,49.0,96.0,98,99,98,47.0,99.0,99,84.0,78.0,99.0,99.0,3.0,dislike,44,1936,3.0,3.0,3.0,True,False,True
